Названия строк;s_1;s_2_corr
162565;1;no_data
162566;1;no_data
162567;1;no_data
162568;1;no_data
162569;1;no_data
162570;1;no_data
162571;1;no_data
162572;1;no_data
162573;1;no_data
162574;1;no_data
162575;1;no_data
162576;1;no_data
162577;1;no_data
162578;1;no_data
162579;1;no_data
162580;1;no_data
162582;1;no_data
162583;1;no_data
162584;1;no_data
162588;1;no_data
162589;1;no_data
162592;1;no_data
162593;1;no_data
162594;1;no_data
162595;1;no_data
162600;1;no_data
162602;1;no_data
162603;1;no_data
162605;1;no_data
162606;1;no_data
162607;1;no_data
162613;1;no_data
162614;1;no_data
162616;1;no_data
162617;1;no_data
162618;1;no_data
162619;1;no_data
162620;1;no_data
162622;1;no_data
162623;1;no_data
162624;1;no_data
162627;1;no_data
162636;1;no_data
162637;1;no_data
162638;1;no_data
162639;1;no_data
162640;1;no_data
162641;1;no_data
162642;1;no_data
162675;1;no_data
162697;1;no_data
162699;1;no_data
162700;1;no_data
162701;1;no_data
162702;1;no_data
162703;1;no_data
162704;1;no_data
162705;1;no_data
162706;1;no_data
162765;1;no_data
162817;1;no_data
162818;1;no_data
162819;1;no_data
162820;1;no_data
162821;1;no_data
162822;1;no_data
162823;1;no_data
162831;1;no_data
162832;1;no_data
162833;1;no_data
162834;1;no_data
162835;1;no_data
162836;1;no_data
162837;1;no_data
162838;0;no_data
162839;1;no_data
162840;0;no_data
162841;1;no_data
162851;1;no_data
162852;1;no_data
162853;1;no_data
162854;1;no_data
162855;1;no_data
162856;1;no_data
162857;1;no_data
162858;1;no_data
162859;1;no_data
162860;1;no_data
162861;1;no_data
162862;1;no_data
162863;1;no_data
162866;1;no_data
162883;1;no_data
162884;1;no_data
162885;1;no_data
162886;1;no_data
162895;1;no_data
162896;1;no_data
162971;1;no_data
162972;1;no_data
162973;1;no_data
162996;1;no_data
163007;1;no_data
163008;1;no_data
163009;1;no_data
163013;1;no_data
163014;1;no_data
163078;1;no_data
163089;1;no_data
163160;1;no_data
163161;1;no_data
163162;1;no_data
163163;1;no_data
163164;1;no_data
163165;1;no_data
163166;1;no_data
163167;1;no_data
163168;1;no_data
163169;1;no_data
163170;1;no_data
163171;1;no_data
163186;1;no_data
163187;1;no_data
163190;1;no_data
163192;1;no_data
163199;1;no_data
163201;1;no_data
163204;1;no_data
163206;1;no_data
163207;1;no_data
163210;1;no_data
163238;0;no_data
163243;0;no_data
163284;1;no_data
163285;1;no_data
163286;1;no_data
163287;1;no_data
163288;1;no_data
163312;1;no_data
163364;1;no_data
163365;1;no_data
163366;1;no_data
163367;1;no_data
163368;1;no_data
163369;1;no_data
163370;1;no_data
163371;1;no_data
163372;1;no_data
163373;1;no_data
163374;1;no_data
163375;1;no_data
163376;1;no_data
163377;1;no_data
163378;1;no_data
163379;1;no_data
163380;1;no_data
163381;1;no_data
163382;1;no_data
163383;1;no_data
163384;1;no_data
163385;1;no_data
163386;1;no_data
163387;1;no_data
163388;1;no_data
163389;1;no_data
163390;1;no_data
163391;1;no_data
163422;1;no_data
163423;1;no_data
163424;1;no_data
163425;1;no_data
163426;1;no_data
163427;1;no_data
163428;1;no_data
163429;1;no_data
163430;1;no_data
163431;1;no_data
163432;1;no_data
163433;1;no_data
163474;1;no_data
163475;1;no_data
163476;1;no_data
163479;1;no_data
163480;1;no_data
163484;1;no_data
163486;1;no_data
163487;1;no_data
163489;1;no_data
163490;0;no_data
163504;1;no_data
163527;1;no_data
163529;1;no_data
163536;1;no_data
163540;1;no_data
163541;1;no_data
163542;1;no_data
163543;1;no_data
163545;1;no_data
163547;1;no_data
163558;1;no_data
163561;1;no_data
163568;1;no_data
163572;1;no_data
163576;1;no_data
163590;1;no_data
163592;1;no_data
163593;1;no_data
163613;1;no_data
163615;1;no_data
163617;1;no_data
163624;1;no_data
163625;1;no_data
163626;1;no_data
163688;1;no_data
163689;1;no_data
163690;1;no_data
163697;1;no_data
163720;1;no_data
163758;1;no_data
163762;1;no_data
164273;1;no_data
164423;1;no_data
164454;1;no_data
164455;1;no_data
164456;1;no_data
164457;1;no_data
164458;1;no_data
164459;1;no_data
164578;1;no_data
164579;1;no_data
164580;1;no_data
164581;1;no_data
164725;1;no_data
164726;1;no_data
164786;1;no_data
164789;1;no_data
164790;1;no_data
164866;1;no_data
164867;1;no_data
164868;1;no_data
164877;1;no_data
164878;1;no_data
164879;1;no_data
164935;1;no_data
164936;1;no_data
164937;1;no_data
164938;1;no_data
164967;1;no_data
164968;1;no_data
164969;1;no_data
164970;1;no_data
164971;1;no_data
164972;1;no_data
164973;1;no_data
164974;1;no_data
164975;1;no_data
164987;1;no_data
165020;1;no_data
165021;1;no_data
165022;1;no_data
165023;1;no_data
165024;1;no_data
165025;1;no_data
165026;1;no_data
165027;1;no_data
165028;1;no_data
165030;1;no_data
165031;1;no_data
165032;1;no_data
165096;1;no_data
165097;1;no_data
165102;1;no_data
165103;1;no_data
165115;1;no_data
165119;1;no_data
165120;1;no_data
165121;1;no_data
165122;1;no_data
165123;1;no_data
165129;1;no_data
165133;1;no_data
165168;1;no_data
165169;1;no_data
165204;1;no_data
165205;1;no_data
165206;1;no_data
165207;1;no_data
165208;1;no_data
165211;1;no_data
165214;1;no_data
165216;1;no_data
165220;1;no_data
165224;1;no_data
165225;1;no_data
165226;1;no_data
165315;1;no_data
165342;1;no_data
165344;1;no_data
165358;1;no_data
165372;1;no_data
165373;1;no_data
165375;1;no_data
165376;0;no_data
165381;0;no_data
165389;1;no_data
165395;1;no_data
165400;1;no_data
165410;1;no_data
165411;1;no_data
165412;1;no_data
165413;1;no_data
165414;1;no_data
165420;1;no_data
165423;1;no_data
165438;1;no_data
165439;1;no_data
165440;1;no_data
165442;1;no_data
165443;1;no_data
165444;1;no_data
165445;1;no_data
165446;1;no_data
165448;1;no_data
165450;1;no_data
165451;1;no_data
165454;1;no_data
165455;1;no_data
165456;1;no_data
165457;1;no_data
165513;1;no_data
165514;0;no_data
165531;0;no_data
165532;1;no_data
165533;1;no_data
165534;1;no_data
165688;1;no_data
165689;1;no_data
165690;1;no_data
165691;1;no_data
165708;1;no_data
165775;1;no_data
165784;1;no_data
165785;1;no_data
165786;1;no_data
165787;1;no_data
165788;1;no_data
165792;1;no_data
165795;1;no_data
165796;1;no_data
165799;1;no_data
165801;1;no_data
165809;1;no_data
165810;1;no_data
165811;1;no_data
165812;1;no_data
165817;1;no_data
165819;1;no_data
165824;1;no_data
165825;1;no_data
165826;1;no_data
165827;1;no_data
165828;1;no_data
165832;0;no_data
165834;0;no_data
165835;0;no_data
165837;1;no_data
165838;1;no_data
165839;1;no_data
165840;1;no_data
165841;1;no_data
165842;1;no_data
165846;0;no_data
165870;1;no_data
165875;1;no_data
165906;1;no_data
165907;1;no_data
165908;1;no_data
165909;1;no_data
165910;1;no_data
165911;1;no_data
165912;1;no_data
165913;1;no_data
165914;1;no_data
165915;1;no_data
165928;1;no_data
165930;1;no_data
165935;1;no_data
165936;1;no_data
165937;1;no_data
165938;1;no_data
165939;1;no_data
165940;1;no_data
165941;1;no_data
165955;1;no_data
165956;1;no_data
165957;1;no_data
165958;1;no_data
165959;1;no_data
166001;1;no_data
166002;1;no_data
166032;1;no_data
166042;1;no_data
166057;1;no_data
166069;1;no_data
166071;1;no_data
166072;1;no_data
166074;1;no_data
166079;1;no_data
166080;1;no_data
166081;1;no_data
166082;1;no_data
166101;1;no_data
166102;1;no_data
166103;1;no_data
166104;1;no_data
166105;1;no_data
166106;1;no_data
166145;1;no_data
166147;1;no_data
166166;1;no_data
166167;1;no_data
166171;1;no_data
166181;1;no_data
166196;1;no_data
166201;0;no_data
166207;1;no_data
166208;1;no_data
166209;1;no_data
166210;1;no_data
166211;1;no_data
166212;1;no_data
166336;1;no_data
166349;1;no_data
166350;1;no_data
166351;1;no_data
166352;1;no_data
166353;1;no_data
166354;1;no_data
166385;1;no_data
166402;1;no_data
166403;1;no_data
166404;1;no_data
166407;1;no_data
166410;1;no_data
166411;1;no_data
166413;1;no_data
166415;1;no_data
166416;1;no_data
166417;1;no_data
166420;1;no_data
166424;1;no_data
166425;1;no_data
166427;1;no_data
166445;1;no_data
166446;1;no_data
166447;1;no_data
166448;1;no_data
166449;1;no_data
166450;1;no_data
166451;1;no_data
166452;1;no_data
166453;1;no_data
166454;1;no_data
166455;1;no_data
166456;1;no_data
166457;1;no_data
166458;1;no_data
166459;1;no_data
166460;1;no_data
166461;1;no_data
166462;1;no_data
166463;1;no_data
166464;1;no_data
166465;1;no_data
166466;1;no_data
166467;1;no_data
166468;1;no_data
166469;1;no_data
166470;1;no_data
166471;1;no_data
166472;1;no_data
166473;1;no_data
166474;1;no_data
166475;1;no_data
166476;1;no_data
166477;1;no_data
166478;1;no_data
166479;1;no_data
166480;1;no_data
166481;1;no_data
166482;1;no_data
166483;1;no_data
166484;1;no_data
166485;1;no_data
166486;1;no_data
166487;1;no_data
166488;1;no_data
166489;1;no_data
166492;1;no_data
166493;1;no_data
166495;1;no_data
166496;1;no_data
166505;1;no_data
166507;1;no_data
166515;1;no_data
166516;1;no_data
166517;1;no_data
166519;1;no_data
166523;1;no_data
166524;1;no_data
166525;1;no_data
166526;1;no_data
166527;1;no_data
166528;1;no_data
166529;1;no_data
166530;1;no_data
166531;1;no_data
166532;1;no_data
166535;1;no_data
166536;1;no_data
166554;0;no_data
166562;1;no_data
166564;1;no_data
166566;1;no_data
166567;1;no_data
166568;1;no_data
166569;1;no_data
166572;1;no_data
166573;1;no_data
166574;1;no_data
166575;1;no_data
166576;1;no_data
166577;1;no_data
166578;1;no_data
166588;1;no_data
166589;1;no_data
166590;1;no_data
166591;1;no_data
166592;1;no_data
166606;1;no_data
166607;1;no_data
166617;1;no_data
166669;1;no_data
166672;1;no_data
166673;1;no_data
166677;1;no_data
166678;1;no_data
166679;1;no_data
166680;1;no_data
166681;1;no_data
166682;1;no_data
166683;1;no_data
166684;1;no_data
166685;1;no_data
166686;1;no_data
166687;1;no_data
166688;1;no_data
166689;1;no_data
166690;1;no_data
166691;1;no_data
166692;1;no_data
166693;1;no_data
166694;1;no_data
166695;1;no_data
166696;1;no_data
166697;1;no_data
166698;1;no_data
166699;1;no_data
166700;1;no_data
166701;1;no_data
166702;1;no_data
166703;1;no_data
166704;1;no_data
166712;1;no_data
166734;1;no_data
166735;1;no_data
166737;1;no_data
166738;1;no_data
166742;1;no_data
166745;1;no_data
166760;1;no_data
166765;1;no_data
166768;1;no_data
166770;1;no_data
166771;1;no_data
166772;1;no_data
166773;1;no_data
166774;1;no_data
166775;1;no_data
166776;1;no_data
166777;1;no_data
166778;1;no_data
166781;1;no_data
166782;1;no_data
166783;1;no_data
166784;1;no_data
166785;1;no_data
166786;1;no_data
166787;1;no_data
166788;1;no_data
166789;1;no_data
166790;1;no_data
166791;1;no_data
166792;1;no_data
166795;1;no_data
166796;1;no_data
166797;1;no_data
166806;1;no_data
166807;1;no_data
166813;1;no_data
166814;1;no_data
166815;1;no_data
166816;1;no_data
166817;1;no_data
166818;1;no_data
166819;1;no_data
166820;1;no_data
166821;1;no_data
166822;1;no_data
166825;1;no_data
166826;1;no_data
166827;1;no_data
166852;1;no_data
166856;1;no_data
166891;1;no_data
166897;1;no_data
166899;1;no_data
166902;1;no_data
166903;1;no_data
166905;1;no_data
166906;1;no_data
166907;1;no_data
166915;1;no_data
166917;1;no_data
166918;1;no_data
166940;1;no_data
167002;1;no_data
167010;1;no_data
167026;1;no_data
167029;1;no_data
167030;1;no_data
167031;1;no_data
167071;1;no_data
167072;1;no_data
167073;1;no_data
167074;1;no_data
167075;1;no_data
167076;1;no_data
167077;1;no_data
167078;1;no_data
167079;1;no_data
167080;1;no_data
167081;1;no_data
167082;1;no_data
167083;1;no_data
167084;1;no_data
167085;1;no_data
167086;1;no_data
167087;1;no_data
167088;1;no_data
167089;1;no_data
167090;1;no_data
167091;1;no_data
167092;1;no_data
167093;1;no_data
167094;1;no_data
167095;1;no_data
167096;1;no_data
167097;1;no_data
167098;1;no_data
167099;1;no_data
167100;1;no_data
167101;1;no_data
167102;1;no_data
167103;1;no_data
167104;1;no_data
167105;1;no_data
167106;1;no_data
167107;1;no_data
167142;1;no_data
167143;1;no_data
167146;1;no_data
167148;1;no_data
167150;1;no_data
167151;1;no_data
167196;1;no_data
167201;1;no_data
167218;1;no_data
167220;1;no_data
167222;1;no_data
167230;1;no_data
167231;1;no_data
167238;1;no_data
167239;1;no_data
167240;1;no_data
167258;1;no_data
167275;1;no_data
167276;1;no_data
167277;1;no_data
167278;1;no_data
167288;1;no_data
167289;1;no_data
167290;1;no_data
167291;1;no_data
167292;1;no_data
167293;1;no_data
167294;1;no_data
167295;1;no_data
167314;1;no_data
167315;1;no_data
167316;1;no_data
167317;1;no_data
167318;1;no_data
167322;1;no_data
167323;1;no_data
167324;1;no_data
167327;1;no_data
167328;0;no_data
167329;1;no_data
167330;1;no_data
167345;1;no_data
167351;1;no_data
167392;1;no_data
167399;1;no_data
167400;1;no_data
167401;1;no_data
167402;1;no_data
167403;1;no_data
167405;1;no_data
167407;1;no_data
167408;1;no_data
167409;1;no_data
167410;1;no_data
167453;1;no_data
167475;1;no_data
167476;1;no_data
167477;1;no_data
167478;1;no_data
167479;1;no_data
167480;1;no_data
167481;1;no_data
167482;1;no_data
167483;1;no_data
167487;1;no_data
167488;1;no_data
167494;1;no_data
167495;1;no_data
167497;1;no_data
167498;1;no_data
167499;1;no_data
167500;1;no_data
167501;1;no_data
167502;1;no_data
167503;1;no_data
167504;1;no_data
167505;1;no_data
167506;1;no_data
167507;1;no_data
167508;1;no_data
167509;1;no_data
167510;1;no_data
167511;1;no_data
167512;1;no_data
167513;1;no_data
167514;1;no_data
167515;1;no_data
167516;1;no_data
167537;1;no_data
167538;1;no_data
167539;1;no_data
167540;1;no_data
167541;1;no_data
167542;1;no_data
167543;1;no_data
167544;0;no_data
167568;0;no_data
167569;0;no_data
167572;0;no_data
167573;0;no_data
167574;1;no_data
167575;1;no_data
167578;1;no_data
167579;1;no_data
167580;1;no_data
167581;1;no_data
167646;1;no_data
167647;1;no_data
167648;1;no_data
167649;1;no_data
167653;1;no_data
167663;1;no_data
167664;1;no_data
167665;1;no_data
167666;1;no_data
167667;1;no_data
167668;1;no_data
167669;1;no_data
167670;1;no_data
167671;1;no_data
167672;1;no_data
167673;1;no_data
167674;1;no_data
167675;1;no_data
167688;1;no_data
167698;1;no_data
167699;1;no_data
167700;1;no_data
167708;1;no_data
167712;1;no_data
167713;1;no_data
167714;0;no_data
167715;0;no_data
167749;1;no_data
167869;1;no_data
167870;1;no_data
167871;1;no_data
167872;1;no_data
167873;1;no_data
167874;1;no_data
167875;1;no_data
167876;1;no_data
167877;1;no_data
167887;1;no_data
167888;1;no_data
167889;1;no_data
167922;1;no_data
167935;1;no_data
167936;1;no_data
167937;1;no_data
167938;1;no_data
167958;1;no_data
167959;1;no_data
167960;1;no_data
167961;1;no_data
167962;1;no_data
168085;1;no_data
168086;1;no_data
168087;1;no_data
168090;1;no_data
168091;1;no_data
168119;1;no_data
168120;1;no_data
168121;1;no_data
168180;1;no_data
168194;1;no_data
168195;1;no_data
168198;1;no_data
168201;1;no_data
168226;1;no_data
168244;1;no_data
168245;1;no_data
168246;1;no_data
168247;1;no_data
168248;1;no_data
168249;1;no_data
168250;1;no_data
168251;1;no_data
168252;1;no_data
168253;1;no_data
168254;1;no_data
168255;1;no_data
168256;1;no_data
168257;1;no_data
168258;1;no_data
168259;1;no_data
168260;1;no_data
168261;1;no_data
168262;1;no_data
168284;1;no_data
168285;1;no_data
168320;1;no_data
168321;1;no_data
168334;1;no_data
168338;1;no_data
168341;1;no_data
168342;1;no_data
168343;1;no_data
168344;1;no_data
168345;1;no_data
168346;1;no_data
168383;1;no_data
168384;1;no_data
168401;1;no_data
168417;1;no_data
168418;1;no_data
168419;1;no_data
168420;1;no_data
168421;1;no_data
168422;1;no_data
168423;1;no_data
168424;1;no_data
168425;1;no_data
168426;1;no_data
168427;1;no_data
168428;1;no_data
168429;1;no_data
168430;1;no_data
168431;1;no_data
168432;1;no_data
168433;1;no_data
168434;1;no_data
168435;1;no_data
168436;1;no_data
168437;1;no_data
168439;1;no_data
168440;1;no_data
168441;1;no_data
168442;1;no_data
168443;1;no_data
168445;1;no_data
168446;1;no_data
168447;1;no_data
168448;1;no_data
168449;1;no_data
168450;1;no_data
168451;1;no_data
168452;1;no_data
168453;1;no_data
168454;1;no_data
168455;1;no_data
168456;1;no_data
168457;1;no_data
168458;1;no_data
168459;1;no_data
168460;1;no_data
168461;1;no_data
168462;1;no_data
168463;1;no_data
168464;1;no_data
168465;1;no_data
168466;1;no_data
168467;1;no_data
168469;1;no_data
168470;1;no_data
168471;1;no_data
168472;1;no_data
168473;1;no_data
168474;1;no_data
168475;1;no_data
168476;1;no_data
168477;1;no_data
168478;1;no_data
168479;1;no_data
168480;1;no_data
168481;1;no_data
168482;1;no_data
168483;1;no_data
168484;1;no_data
168485;1;no_data
168486;1;no_data
168487;1;no_data
168488;1;no_data
168489;1;no_data
168490;1;no_data
168491;1;no_data
168492;1;no_data
168493;1;no_data
168494;1;no_data
168495;1;no_data
168496;1;no_data
168497;1;no_data
168498;1;no_data
168499;1;no_data
168500;1;no_data
168501;1;no_data
168502;1;no_data
168503;1;no_data
168504;1;no_data
168505;1;no_data
168506;1;no_data
168507;1;no_data
168508;1;no_data
168509;1;no_data
168510;1;no_data
168512;1;no_data
168513;1;no_data
168514;1;no_data
168515;1;no_data
168516;1;no_data
168517;1;no_data
168519;1;no_data
168520;1;no_data
168521;1;no_data
168522;1;no_data
168523;1;no_data
168524;1;no_data
168525;1;no_data
168526;1;no_data
168527;1;no_data
168528;1;no_data
168529;1;no_data
168530;1;no_data
168531;1;no_data
168532;1;no_data
168533;1;no_data
168534;1;no_data
168535;1;no_data
168536;1;no_data
168537;1;no_data
168538;1;no_data
168539;1;no_data
168540;1;no_data
168541;1;no_data
168587;1;no_data
168589;1;no_data
168590;1;no_data
168601;1;no_data
168602;1;no_data
168604;1;no_data
168605;1;no_data
168616;1;no_data
168617;1;no_data
168618;1;no_data
168642;1;no_data
168644;1;no_data
168664;1;no_data
168687;1;no_data
168696;0;no_data
168707;1;no_data
168709;1;no_data
168711;1;no_data
168714;1;no_data
168716;1;no_data
168717;1;no_data
168731;1;no_data
168732;1;no_data
168766;1;no_data
168768;1;no_data
168771;1;no_data
168773;1;no_data
168818;1;no_data
168819;1;no_data
168820;1;no_data
168849;1;no_data
168850;1;no_data
168851;1;no_data
168904;1;no_data
168945;1;no_data
168946;1;no_data
168949;1;no_data
169008;1;no_data
169009;1;no_data
169041;1;no_data
169042;1;no_data
169069;1;no_data
169070;1;no_data
169071;1;no_data
169072;1;no_data
169073;1;no_data
169074;1;no_data
169075;1;no_data
169076;1;no_data
169077;1;no_data
169078;1;no_data
169079;1;no_data
169080;1;no_data
169081;1;no_data
169082;1;no_data
169083;1;no_data
169084;1;no_data
169085;1;no_data
169086;1;no_data
169087;1;no_data
169088;1;no_data
169089;1;no_data
169090;1;no_data
169091;1;no_data
169092;1;no_data
169093;1;no_data
169094;1;no_data
169095;1;no_data
169096;1;no_data
169097;1;no_data
169098;1;no_data
169099;1;no_data
169100;1;no_data
169101;1;no_data
169102;1;no_data
169103;1;no_data
169104;1;no_data
169105;1;no_data
169106;1;no_data
169107;1;no_data
169108;1;no_data
169109;1;no_data
169110;1;no_data
169111;1;no_data
169112;1;no_data
169113;1;no_data
169114;1;no_data
169115;1;no_data
169116;1;no_data
169117;1;no_data
169118;1;no_data
169119;1;no_data
169120;1;no_data
169121;1;no_data
169122;1;no_data
169123;1;no_data
169124;1;no_data
169125;1;no_data
169126;1;no_data
169127;1;no_data
169128;1;no_data
169129;1;no_data
169130;1;no_data
169131;1;no_data
169132;1;no_data
169133;1;no_data
169134;1;no_data
169135;1;no_data
169136;1;no_data
169140;1;no_data
169142;1;no_data
169143;1;no_data
169171;1;no_data
169176;1;no_data
169189;1;no_data
169203;1;no_data
169269;1;no_data
169271;1;no_data
169272;1;no_data
169273;1;no_data
169274;1;no_data
169275;1;no_data
169276;1;no_data
169277;1;no_data
169296;1;no_data
169297;1;no_data
169311;0;no_data
169312;0;no_data
169407;1;no_data
169423;1;no_data
169424;1;no_data
169425;1;no_data
169426;1;no_data
169427;1;no_data
169428;1;no_data
169429;1;no_data
169432;1;no_data
169433;1;no_data
169434;1;no_data
169437;1;no_data
169438;1;no_data
169463;1;no_data
169464;1;no_data
169465;1;no_data
169525;1;no_data
169549;1;no_data
169550;1;no_data
169551;1;no_data
169552;1;no_data
169553;1;no_data
169554;1;no_data
169555;1;no_data
169556;1;no_data
169557;1;no_data
169558;1;no_data
169559;1;no_data
169560;1;no_data
169640;1;no_data
169641;1;no_data
169643;1;no_data
169645;1;no_data
169646;1;no_data
169647;1;no_data
169694;1;no_data
169716;1;no_data
169720;1;no_data
169722;1;no_data
169725;1;no_data
169728;1;no_data
169729;1;no_data
169730;1;no_data
169731;1;no_data
169732;1;no_data
169737;1;no_data
169738;1;no_data
169739;1;no_data
169744;0;no_data
169745;0;no_data
169748;0;no_data
169768;0;no_data
169769;0;no_data
169807;0;no_data
169809;1;no_data
169810;1;no_data
169811;1;no_data
169812;1;no_data
169813;1;no_data
169814;1;no_data
169815;1;no_data
169818;1;no_data
169819;1;no_data
169906;1;no_data
169907;1;no_data
169912;1;no_data
169913;1;no_data
169914;1;no_data
169915;1;no_data
169937;1;no_data
169938;1;no_data
169944;1;no_data
169945;1;no_data
169966;1;no_data
169967;1;no_data
169968;1;no_data
169969;1;no_data
169984;1;no_data
169985;1;no_data
169991;1;no_data
170069;1;no_data
170070;1;no_data
170071;1;no_data
170072;1;no_data
170073;1;no_data
170253;1;no_data
170254;1;no_data
170264;1;no_data
170266;1;no_data
170268;1;no_data
170270;1;no_data
170271;1;no_data
170273;1;no_data
170292;0;no_data
170297;0;no_data
170299;0;no_data
170302;0;no_data
170329;1;no_data
170394;1;no_data
170415;1;no_data
170418;1;no_data
170420;1;no_data
170422;1;no_data
170423;1;no_data
170426;1;no_data
170427;1;no_data
170428;1;no_data
170429;1;no_data
170439;1;no_data
170440;1;no_data
170441;1;no_data
170442;1;no_data
170448;1;no_data
170449;1;no_data
170522;1;no_data
170523;1;no_data
170524;1;no_data
170525;1;no_data
170526;1;no_data
170527;1;no_data
170528;1;no_data
170529;1;no_data
170530;1;no_data
170532;1;no_data
170533;1;no_data
170534;1;no_data
170535;1;no_data
170536;1;no_data
170537;1;no_data
170598;1;no_data
170609;1;no_data
170610;1;no_data
170611;1;no_data
170614;1;no_data
170615;1;no_data
170669;1;no_data
170670;1;no_data
170694;1;no_data
170697;1;no_data
170705;0;no_data
170737;1;no_data
170738;1;no_data
170739;1;no_data
170740;1;no_data
170751;1;no_data
170753;1;no_data
170756;1;no_data
170759;1;no_data
170775;1;no_data
170780;1;no_data
170782;1;no_data
170783;1;no_data
170788;1;no_data
170792;1;no_data
170843;0;no_data
170845;1;no_data
170858;1;no_data
170861;1;no_data
170906;1;no_data
170907;1;no_data
170914;1;no_data
170932;1;no_data
170943;1;no_data
170944;1;no_data
170945;1;no_data
170946;1;no_data
170947;1;no_data
170950;1;no_data
170951;1;no_data
170952;1;no_data
170953;1;no_data
170954;1;no_data
170961;1;no_data
170962;1;no_data
170980;1;no_data
170981;1;no_data
170982;1;no_data
170983;1;no_data
170984;1;no_data
170985;1;no_data
170989;1;no_data
170990;1;no_data
170991;1;no_data
170992;1;no_data
170993;1;no_data
170994;1;no_data
171023;1;no_data
171043;1;no_data
171044;1;no_data
171045;1;no_data
171046;1;no_data
171047;1;no_data
171048;1;no_data
171050;1;no_data
171053;1;no_data
171056;1;no_data
171060;0;no_data
171062;1;no_data
171063;1;no_data
171064;1;no_data
171065;1;no_data
171068;1;no_data
171069;1;no_data
171070;1;no_data
171071;1;no_data
171083;1;no_data
171089;1;no_data
171090;1;no_data
171091;1;no_data
171092;1;no_data
171105;1;no_data
171141;1;no_data
171168;1;no_data
171191;1;no_data
171212;1;no_data
171213;1;no_data
171235;1;no_data
171236;0;no_data
171237;1;no_data
171238;1;no_data
171239;1;no_data
171248;1;no_data
171253;1;no_data
171254;1;no_data
171256;1;no_data
171258;1;no_data
171264;1;no_data
171266;1;no_data
171269;1;no_data
171270;1;no_data
171271;1;no_data
171273;1;no_data
171276;1;no_data
171283;1;no_data
171284;1;no_data
171285;1;no_data
171286;1;no_data
171287;1;no_data
171288;1;no_data
171289;1;no_data
171290;1;no_data
171291;1;no_data
171293;1;no_data
171294;1;no_data
171295;1;no_data
171296;1;no_data
171297;1;no_data
171298;1;no_data
171299;1;no_data
171310;1;no_data
171533;1;no_data
171534;1;no_data
171535;1;no_data
171559;1;no_data
171560;0;no_data
171565;1;no_data
171566;1;no_data
171572;1;no_data
171573;1;no_data
171574;1;no_data
171575;1;no_data
171576;1;no_data
171578;1;no_data
171585;1;no_data
171586;1;no_data
171589;1;no_data
171590;1;no_data
171591;1;no_data
171595;1;no_data
171597;1;no_data
171598;1;no_data
171622;1;no_data
171627;1;no_data
171633;1;no_data
171638;1;no_data
171644;1;no_data
171653;1;no_data
171657;1;no_data
171658;1;no_data
171663;1;no_data
171665;1;no_data
171666;1;no_data
171682;1;no_data
171684;1;no_data
171688;1;no_data
171694;1;no_data
171696;1;no_data
171698;1;no_data
171700;1;no_data
171701;1;no_data
171702;1;no_data
171705;1;no_data
171710;1;no_data
171713;1;no_data
171716;1;no_data
171717;1;no_data
171718;1;no_data
171719;1;no_data
171722;1;no_data
171725;1;no_data
171763;1;no_data
171765;1;no_data
171767;1;no_data
171782;1;no_data
171980;1;no_data
171981;1;no_data
172010;1;no_data
172014;1;no_data
172015;1;no_data
172016;1;no_data
172045;1;no_data
172046;1;no_data
172065;1;no_data
172125;1;no_data
172126;1;no_data
172130;1;no_data
172131;1;no_data
172132;1;no_data
172133;1;no_data
172134;1;no_data
172135;1;no_data
172136;1;no_data
172157;1;no_data
172158;1;no_data
172159;1;no_data
172160;1;no_data
172161;1;no_data
172162;1;no_data
172163;1;no_data
172164;1;no_data
172165;1;no_data
172167;1;no_data
172173;1;no_data
172174;1;no_data
172175;1;no_data
172246;1;no_data
172247;1;no_data
172283;1;no_data
172284;1;no_data
172299;1;no_data
172300;1;no_data
172339;1;no_data
172385;1;no_data
172387;1;no_data
172389;1;no_data
172390;1;no_data
172418;1;no_data
172419;1;no_data
172420;1;no_data
172421;1;no_data
172423;1;no_data
172424;1;no_data
172430;1;no_data
172432;1;no_data
172493;1;no_data
172494;1;no_data
172495;0;no_data
172536;1;no_data
172537;1;no_data
172548;1;no_data
172549;1;no_data
172550;1;no_data
172551;1;no_data
172552;1;no_data
172553;1;no_data
172554;1;no_data
172595;0;no_data
172617;1;no_data
172636;1;no_data
172641;1;no_data
172642;1;no_data
172673;1;no_data
172674;1;no_data
172675;1;no_data
172676;1;no_data
172677;1;no_data
172678;1;no_data
172681;1;no_data
172688;1;no_data
172689;1;no_data
172690;1;no_data
172692;1;no_data
172693;1;no_data
172698;1;no_data
172700;1;no_data
172701;1;no_data
172707;1;no_data
172708;1;no_data
172709;1;no_data
172714;1;no_data
172716;1;no_data
172718;1;no_data
172719;1;no_data
172751;1;no_data
172752;1;no_data
172807;1;no_data
172808;1;no_data
172813;1;no_data
172814;1;no_data
172817;1;no_data
172819;1;no_data
172822;1;no_data
172829;1;no_data
172832;1;no_data
172833;1;no_data
172834;1;no_data
172835;1;no_data
172836;1;no_data
172837;1;no_data
172838;1;no_data
172839;1;no_data
172841;1;no_data
172842;1;no_data
172843;1;no_data
172846;1;no_data
172847;1;no_data
172848;1;no_data
172849;1;no_data
172850;1;no_data
172851;1;no_data
172852;1;no_data
172853;1;no_data
