Названия строк;s_1;s_2_corr
80766;1;no_data
80767;1;no_data
80792;1;no_data
80864;1;no_data
80868;1;no_data
80872;1;no_data
80972;1;no_data
81155;1;no_data
81158;1;no_data
81161;1;no_data
81412;1;no_data
81417;1;no_data
81434;1;no_data
81435;1;no_data
81436;1;no_data
81441;1;no_data
81445;1;no_data
81447;1;no_data
81450;1;no_data
81451;1;no_data
81452;1;no_data
81453;1;no_data
81454;1;no_data
81456;1;no_data
81457;1;no_data
81474;1;no_data
81479;1;no_data
81480;1;no_data
81482;1;no_data
81486;1;no_data
81515;1;no_data
81520;1;no_data
81540;1;no_data
81582;1;no_data
81583;1;no_data
81584;1;no_data
81587;1;no_data
81588;1;no_data
81590;1;no_data
81592;1;no_data
81604;1;no_data
81606;1;no_data
81607;1;no_data
81608;1;no_data
81630;1;no_data
81631;1;no_data
81632;1;no_data
81633;1;no_data
81671;1;no_data
81672;1;no_data
81677;1;no_data
81678;1;no_data
81694;1;no_data
81702;1;no_data
81703;1;no_data
81706;0;no_data
81707;0;no_data
81728;1;no_data
81732;1;no_data
81733;1;no_data
81753;1;no_data
81754;1;no_data
81789;1;no_data
81806;1;no_data
81807;1;no_data
81811;1;no_data
81816;1;no_data
81824;1;no_data
81825;1;no_data
81900;1;no_data
81901;1;no_data
81905;1;no_data
81906;1;no_data
81926;1;no_data
81937;1;no_data
81940;1;no_data
81950;1;no_data
81964;1;no_data
81965;1;no_data
81966;1;no_data
81973;1;no_data
81987;1;no_data
81992;1;no_data
81993;1;no_data
81994;1;no_data
81999;1;no_data
82000;1;no_data
82001;1;no_data
82002;1;no_data
82003;1;no_data
82007;1;no_data
82008;1;no_data
82035;1;no_data
82037;1;no_data
82040;1;no_data
82041;1;no_data
82042;1;no_data
82043;1;no_data
82045;1;no_data
82046;1;no_data
82048;1;no_data
82067;1;no_data
82070;1;no_data
82207;1;no_data
82210;1;no_data
82211;1;no_data
82212;1;no_data
82214;1;no_data
82218;1;no_data
82230;1;no_data
82857;1;no_data
82907;1;no_data
82910;1;no_data
82912;1;no_data
82966;1;no_data
82969;1;no_data
82974;1;no_data
82984;1;no_data
82999;1;no_data
83004;1;no_data
83006;1;no_data
83007;1;no_data
83008;1;no_data
83011;1;no_data
83012;1;no_data
83013;1;no_data
83030;0;no_data
83031;0;no_data
83034;1;no_data
83036;1;no_data
83060;1;no_data
83062;1;no_data
83063;1;no_data
83065;1;no_data
83072;1;no_data
83080;1;no_data
83087;1;no_data
83122;1;no_data
83170;1;no_data
83189;1;no_data
83226;1;no_data
83273;1;no_data
83297;1;no_data
83299;1;no_data
83310;1;no_data
83311;1;no_data
83312;1;no_data
83319;1;no_data
83324;1;no_data
83325;1;no_data
83326;1;no_data
83350;1;no_data
83358;1;no_data
83359;1;no_data
83360;1;no_data
83361;1;no_data
83362;1;no_data
83363;1;no_data
83364;1;no_data
83365;1;no_data
83368;1;no_data
83370;1;no_data
83392;1;no_data
83415;1;no_data
83419;1;no_data
83455;1;no_data
83456;1;no_data
83457;1;no_data
83458;1;no_data
83461;1;no_data
83462;1;no_data
83463;1;no_data
83473;1;no_data
83474;1;no_data
83475;1;no_data
83480;1;no_data
83481;1;no_data
83482;1;no_data
83499;1;no_data
83500;1;no_data
83502;1;no_data
83509;1;no_data
83510;1;no_data
83517;1;no_data
83520;1;no_data
83533;1;no_data
83535;1;no_data
83536;1;no_data
83538;1;no_data
83539;1;no_data
83542;1;no_data
83543;1;no_data
83544;1;no_data
83545;1;no_data
83546;1;no_data
83547;1;no_data
83548;1;no_data
83550;1;no_data
83553;1;no_data
83554;1;no_data
83555;1;no_data
83569;1;no_data
83572;1;no_data
83575;1;no_data
83587;1;no_data
83593;1;no_data
83604;1;no_data
83640;1;no_data
83642;1;no_data
83651;1;no_data
83652;0;no_data
83659;1;no_data
83660;1;no_data
83661;1;no_data
83666;1;no_data
83667;1;no_data
83668;1;no_data
83671;1;no_data
83675;1;no_data
83922;0;no_data
83923;1;no_data
83970;1;no_data
84099;1;no_data
84100;1;no_data
84102;1;no_data
84103;1;no_data
84105;1;no_data
84106;1;no_data
84107;1;no_data
84109;1;no_data
84111;1;no_data
84113;1;no_data
84114;1;no_data
84116;1;no_data
84121;0;no_data
84129;1;no_data
84137;1;no_data
84139;1;no_data
84158;1;no_data
84160;1;no_data
84170;1;no_data
84171;1;no_data
84172;1;no_data
84173;1;no_data
84174;1;no_data
84185;1;no_data
84235;1;no_data
84244;1;no_data
84248;1;no_data
84249;1;no_data
84253;1;no_data
84257;1;no_data
84258;1;no_data
84259;1;no_data
84261;1;no_data
84272;1;no_data
84288;1;no_data
84289;1;no_data
84290;1;no_data
84291;0;no_data
84297;1;no_data
84298;1;no_data
84303;1;no_data
84304;0;no_data
84305;0;no_data
84306;0;no_data
84308;0;no_data
84309;1;no_data
84310;0;no_data
84311;1;no_data
84318;1;no_data
84352;1;no_data
84364;1;no_data
84431;1;no_data
84432;1;no_data
84435;1;no_data
84436;1;no_data
84437;1;no_data
84438;1;no_data
84488;1;no_data
84506;1;no_data
84508;1;no_data
84509;1;no_data
84510;1;no_data
84511;1;no_data
84512;1;no_data
84513;1;no_data
84514;1;no_data
84515;1;no_data
84516;1;no_data
84517;1;no_data
84518;1;no_data
84519;1;no_data
84520;1;no_data
84521;1;no_data
84522;1;no_data
84523;1;no_data
84524;1;no_data
84525;1;no_data
84526;1;no_data
84528;1;no_data
84529;1;no_data
84530;1;no_data
84531;1;no_data
84532;1;no_data
84533;1;no_data
84534;1;no_data
84535;1;no_data
84536;1;no_data
84537;1;no_data
84538;1;no_data
84539;1;no_data
84540;1;no_data
84541;1;no_data
84544;1;no_data
84548;1;no_data
84549;1;no_data
84550;1;no_data
84561;1;no_data
84562;1;no_data
84565;1;no_data
84567;1;no_data
84592;1;no_data
84594;1;no_data
84618;1;no_data
84619;1;no_data
84654;1;no_data
84683;1;no_data
84777;1;no_data
84791;1;no_data
84792;1;no_data
84793;1;no_data
84846;1;no_data
84847;1;no_data
84859;1;no_data
84864;1;no_data
84865;1;no_data
84866;1;no_data
84868;1;no_data
84871;1;no_data
84873;1;no_data
84874;1;no_data
84904;1;no_data
84905;1;no_data
84906;1;no_data
84917;1;no_data
84918;1;no_data
84922;1;no_data
84927;1;no_data
84930;1;no_data
84931;1;no_data
84936;1;no_data
84937;1;no_data
84940;1;no_data
84941;1;no_data
84942;1;no_data
84943;1;no_data
84944;1;no_data
84945;1;no_data
84946;1;no_data
84947;1;no_data
84948;1;no_data
84949;1;no_data
84950;1;no_data
84952;1;no_data
84954;1;no_data
84963;1;no_data
84967;1;no_data
84968;1;no_data
84969;1;no_data
84970;1;no_data
84971;1;no_data
84972;1;no_data
84973;1;no_data
84974;1;no_data
84975;1;no_data
84976;1;no_data
84977;1;no_data
84978;1;no_data
84984;1;no_data
84985;1;no_data
84986;1;no_data
84988;1;no_data
85003;1;no_data
85005;1;no_data
85010;1;no_data
85011;1;no_data
85012;1;no_data
85048;1;no_data
85068;1;no_data
85076;1;no_data
85093;1;no_data
85101;1;no_data
85117;1;no_data
85118;1;no_data
85119;1;no_data
85121;1;no_data
85143;1;no_data
85145;1;no_data
85149;1;no_data
85150;1;no_data
85245;1;no_data
85285;1;no_data
85302;1;no_data
85305;1;no_data
85308;0;no_data
85318;1;no_data
85319;1;no_data
85320;1;no_data
85326;1;no_data
85327;1;no_data
85329;1;no_data
85330;1;no_data
85340;1;no_data
85368;1;no_data
85369;1;no_data
85373;1;no_data
85374;1;no_data
85375;1;no_data
85384;1;no_data
85385;1;no_data
85386;1;no_data
85387;1;no_data
85388;1;no_data
85389;1;no_data
85390;1;no_data
85391;0;no_data
85399;1;no_data
85440;1;no_data
85442;1;no_data
85443;1;no_data
85444;1;no_data
85452;0;no_data
85464;1;no_data
85465;1;no_data
85466;1;no_data
85474;1;no_data
85478;1;no_data
85502;1;no_data
85506;1;no_data
85514;1;no_data
85516;1;no_data
85517;1;no_data
85518;1;no_data
85519;1;no_data
85521;1;no_data
85533;1;no_data
85565;1;no_data
85590;1;no_data
85591;1;no_data
85593;1;no_data
85594;1;no_data
85595;1;no_data
85596;1;no_data
85598;1;no_data
85599;1;no_data
85654;1;no_data
85656;1;no_data
85658;1;no_data
85660;1;no_data
85661;1;no_data
85662;1;no_data
85663;1;no_data
85665;1;no_data
85669;1;no_data
85682;1;no_data
85693;1;no_data
85695;1;no_data
85718;0;no_data
85756;1;no_data
85761;0;no_data
85763;0;no_data
85799;0;no_data
85800;0;no_data
85801;0;no_data
85822;1;no_data
85882;1;no_data
85883;1;no_data
85884;1;no_data
85885;1;no_data
85911;1;no_data
85913;1;no_data
85947;0;no_data
85977;1;no_data
86035;1;no_data
86041;1;no_data
86042;1;no_data
86043;1;no_data
86070;0;no_data
86071;0;no_data
86105;1;no_data
86112;1;no_data
86140;1;no_data
86164;1;no_data
86179;1;no_data
86180;1;no_data
86183;1;no_data
86184;1;no_data
86188;1;no_data
86220;1;no_data
86222;1;no_data
86224;1;no_data
86225;1;no_data
86234;1;no_data
86235;1;no_data
86236;1;no_data
86261;1;no_data
86262;1;no_data
86263;1;no_data
86264;1;no_data
86265;1;no_data
86266;1;no_data
86267;1;no_data
86269;1;no_data
86271;1;no_data
86278;1;no_data
86293;1;no_data
86294;1;no_data
86298;1;no_data
86302;0;no_data
86313;0;no_data
86339;0;no_data
86340;1;no_data
86341;1;no_data
86346;1;no_data
86351;1;no_data
86352;1;no_data
86353;1;no_data
86356;1;no_data
86357;1;no_data
86359;1;no_data
86360;1;no_data
86361;1;no_data
86362;1;no_data
86363;1;no_data
86364;1;no_data
86366;1;no_data
86368;1;no_data
86381;1;no_data
86382;1;no_data
86383;1;no_data
86393;1;no_data
86397;1;no_data
86406;0;no_data
86424;1;no_data
86428;1;no_data
86464;1;no_data
86465;1;no_data
86466;1;no_data
86467;1;no_data
86468;1;no_data
86475;1;no_data
86554;1;no_data
86555;1;no_data
86556;1;no_data
86563;1;no_data
86591;1;no_data
86636;1;no_data
86640;1;no_data
86641;1;no_data
86642;1;no_data
86643;1;no_data
86644;1;no_data
86645;1;no_data
86646;1;no_data
86647;1;no_data
86648;1;no_data
86649;1;no_data
86650;1;no_data
86651;1;no_data
86652;1;no_data
86653;1;no_data
86655;1;no_data
86657;1;no_data
86658;1;no_data
86659;1;no_data
86660;1;no_data
86661;1;no_data
86663;1;no_data
86664;1;no_data
86665;1;no_data
86666;1;no_data
86668;1;no_data
86671;1;no_data
86672;1;no_data
86673;1;no_data
86674;1;no_data
86675;1;no_data
86676;1;no_data
86677;1;no_data
86678;1;no_data
86679;1;no_data
86680;1;no_data
86681;1;no_data
86683;1;no_data
86684;1;no_data
86686;1;no_data
86687;1;no_data
86688;1;no_data
86689;1;no_data
86690;1;no_data
86693;1;no_data
86696;1;no_data
86697;1;no_data
86698;1;no_data
86699;1;no_data
86700;1;no_data
86701;1;no_data
86702;1;no_data
86703;1;no_data
86704;1;no_data
86705;1;no_data
86706;1;no_data
86707;1;no_data
86708;1;no_data
86709;1;no_data
86710;1;no_data
86711;1;no_data
86712;1;no_data
86713;1;no_data
86714;1;no_data
86715;1;no_data
86717;1;no_data
86718;1;no_data
86722;1;no_data
86723;1;no_data
86724;1;no_data
86725;1;no_data
86726;1;no_data
86727;1;no_data
86728;1;no_data
86729;1;no_data
86730;1;no_data
86732;1;no_data
86733;1;no_data
86735;1;no_data
86736;1;no_data
86739;1;no_data
86757;0;no_data
86758;0;no_data
86786;1;no_data
86789;1;no_data
86790;1;no_data
86792;1;no_data
86807;1;no_data
86812;1;no_data
86823;1;no_data
86846;0;no_data
86854;1;no_data
86875;1;no_data
86876;1;no_data
86877;1;no_data
86878;1;no_data
86886;1;no_data
86887;1;no_data
86891;1;no_data
86893;1;no_data
86894;1;no_data
86911;1;no_data
86913;1;no_data
86934;1;no_data
86935;1;no_data
86961;1;no_data
86963;1;no_data
86964;1;no_data
86977;1;no_data
86979;1;no_data
86985;1;no_data
87045;1;no_data
87046;1;no_data
87064;1;no_data
87073;1;no_data
87075;1;no_data
87093;1;no_data
87099;1;no_data
87102;1;no_data
87104;1;no_data
87106;1;no_data
87109;1;no_data
87110;1;no_data
87112;1;no_data
87115;1;no_data
87123;1;no_data
87140;1;no_data
87143;1;no_data
87180;1;no_data
87181;0;no_data
87183;1;no_data
87186;1;no_data
87187;1;no_data
87190;1;no_data
87199;1;no_data
87206;1;no_data
87216;1;no_data
87220;1;no_data
87222;1;no_data
87242;1;no_data
87245;1;no_data
87246;1;no_data
87248;1;no_data
87258;1;no_data
87259;1;no_data
87289;1;no_data
87290;1;no_data
87291;1;no_data
87292;1;no_data
87293;1;no_data
87354;0;no_data
87355;1;no_data
87372;1;no_data
87376;1;no_data
87377;1;no_data
87380;1;no_data
87417;1;no_data
87484;1;no_data
87485;1;no_data
87486;1;no_data
87487;1;no_data
87498;1;no_data
87511;1;no_data
87513;1;no_data
87514;1;no_data
87515;1;no_data
87517;1;no_data
87518;1;no_data
87519;1;no_data
87520;1;no_data
87521;1;no_data
87522;1;no_data
87523;1;no_data
87524;1;no_data
87525;1;no_data
87532;1;no_data
87534;1;no_data
87548;1;no_data
87563;1;no_data
87570;1;no_data
87571;1;no_data
87663;1;no_data
87664;1;no_data
87695;1;no_data
87696;1;no_data
87697;1;no_data
87698;1;no_data
87702;1;no_data
87710;1;no_data
87711;1;no_data
87736;1;no_data
87737;1;no_data
87740;1;no_data
87741;1;no_data
87742;1;no_data
87743;1;no_data
87744;1;no_data
87745;1;no_data
87746;1;no_data
87747;1;no_data
87802;1;no_data
87822;1;no_data
87823;1;no_data
87828;1;no_data
87830;1;no_data
87832;1;no_data
87842;1;no_data
87861;1;no_data
87864;1;no_data
87877;1;no_data
87884;1;no_data
87885;1;no_data
87886;1;no_data
87890;0;no_data
87893;0;no_data
87895;1;no_data
87896;1;no_data
87897;1;no_data
87898;1;no_data
87899;1;no_data
87900;1;no_data
87901;1;no_data
87902;1;no_data
87903;1;no_data
87904;1;no_data
87905;1;no_data
87906;1;no_data
87907;1;no_data
87908;1;no_data
87910;1;no_data
87911;1;no_data
87912;1;no_data
87916;1;no_data
87918;1;no_data
87919;1;no_data
87933;1;no_data
87942;1;no_data
87964;1;no_data
87973;1;no_data
87974;1;no_data
87979;1;no_data
87982;1;no_data
87994;1;no_data
87997;1;no_data
87998;1;no_data
87999;1;no_data
88000;1;no_data
88002;1;no_data
88073;1;no_data
88074;1;no_data
88082;1;no_data
88137;1;no_data
88138;1;no_data
88209;1;no_data
88215;1;no_data
88219;1;no_data
88222;1;no_data
88223;1;no_data
88224;1;no_data
88225;1;no_data
88226;1;no_data
88227;1;no_data
88233;1;no_data
88235;1;no_data
88237;1;no_data
88238;1;no_data
88240;1;no_data
88241;1;no_data
88242;1;no_data
88244;1;no_data
88255;1;no_data
88256;1;no_data
88257;1;no_data
88259;1;no_data
88264;1;no_data
88272;1;no_data
88273;1;no_data
88346;1;no_data
88384;1;no_data
88399;1;no_data
88423;1;no_data
88445;1;no_data
88473;1;no_data
88474;1;no_data
88476;1;no_data
88478;1;no_data
88482;1;no_data
88499;1;no_data
88506;1;no_data
88508;1;no_data
88509;1;no_data
88510;1;no_data
88511;1;no_data
88512;1;no_data
88513;1;no_data
88514;1;no_data
88515;1;no_data
88516;1;no_data
88517;1;no_data
88518;1;no_data
88519;1;no_data
88520;1;no_data
88521;1;no_data
88523;1;no_data
88524;1;no_data
88525;1;no_data
88526;1;no_data
88527;1;no_data
88528;1;no_data
88566;1;no_data
88584;1;no_data
88585;1;no_data
88595;1;no_data
88596;1;no_data
88635;0;no_data
88639;0;no_data
88640;1;no_data
88642;1;no_data
88643;1;no_data
88644;1;no_data
88645;1;no_data
88646;1;no_data
88668;1;no_data
88673;1;no_data
88674;1;no_data
88675;1;no_data
88676;0;no_data
88679;1;no_data
88680;1;no_data
88681;1;no_data
88682;1;no_data
88684;1;no_data
88685;1;no_data
88686;1;no_data
88688;1;no_data
88711;1;no_data
88712;1;no_data
88713;1;no_data
88715;1;no_data
88726;1;no_data
88727;1;no_data
88768;1;no_data
88769;1;no_data
88770;1;no_data
88771;1;no_data
88772;1;no_data
88773;1;no_data
88774;1;no_data
88775;1;no_data
88776;1;no_data
88777;1;no_data
88778;1;no_data
88779;1;no_data
88780;1;no_data
88782;1;no_data
88783;1;no_data
88784;1;no_data
88785;1;no_data
88787;1;no_data
88789;1;no_data
88793;1;no_data
88794;1;no_data
88797;1;no_data
88803;1;no_data
88849;1;no_data
88850;1;no_data
88852;1;no_data
88854;1;no_data
88856;1;no_data
88858;1;no_data
88861;1;no_data
88862;1;no_data
88863;1;no_data
88864;1;no_data
88866;1;no_data
88868;1;no_data
88870;1;no_data
88871;1;no_data
88873;1;no_data
88874;1;no_data
88875;1;no_data
88878;1;no_data
88880;1;no_data
88881;1;no_data
88882;1;no_data
88883;1;no_data
88884;1;no_data
88886;1;no_data
88887;1;no_data
88888;1;no_data
88890;1;no_data
88891;1;no_data
88892;1;no_data
88893;1;no_data
88894;1;no_data
88900;1;no_data
88906;1;no_data
88907;1;no_data
88909;1;no_data
88911;1;no_data
88914;1;no_data
88915;1;no_data
88916;1;no_data
88918;1;no_data
88919;1;no_data
88932;1;no_data
88937;1;no_data
88941;1;no_data
88942;1;no_data
88944;1;no_data
88992;1;no_data
89036;1;no_data
89050;1;no_data
89058;1;no_data
89059;1;no_data
89061;1;no_data
89062;1;no_data
89068;1;no_data
89244;1;no_data
89245;1;no_data
89246;1;no_data
89247;1;no_data
89283;1;no_data
89290;1;no_data
89294;1;no_data
89297;1;no_data
89310;1;no_data
89321;1;no_data
89322;1;no_data
89391;1;no_data
89395;1;no_data
89405;1;no_data
89488;1;no_data
89495;1;no_data
89508;1;no_data
89728;1;no_data
89736;1;no_data
89737;1;no_data
89738;1;no_data
89739;1;no_data
89740;1;no_data
89741;1;no_data
89742;1;no_data
89744;1;no_data
89745;1;no_data
89746;1;no_data
89762;1;no_data
89763;1;no_data
89781;1;no_data
89787;1;no_data
89788;1;no_data
89789;1;no_data
89791;1;no_data
89792;1;no_data
89793;1;no_data
89794;1;no_data
89795;1;no_data
89796;1;no_data
89798;1;no_data
89799;1;no_data
89801;1;no_data
89802;1;no_data
89803;1;no_data
89805;1;no_data
89812;1;no_data
89822;1;no_data
89825;1;no_data
89826;1;no_data
89827;1;no_data
89828;1;no_data
89837;1;no_data
89841;1;no_data
89853;1;no_data
89858;1;no_data
89867;1;no_data
89868;1;no_data
89884;1;no_data
89887;1;no_data
89918;1;no_data
89975;1;no_data
90057;1;no_data
90059;1;no_data
90068;1;no_data
90070;1;no_data
90072;1;no_data
90073;1;no_data
90074;1;no_data
90076;1;no_data
90077;1;no_data
90079;1;no_data
90080;1;no_data
90081;1;no_data
90082;1;no_data
90084;1;no_data
90093;1;no_data
90095;1;no_data
90096;1;no_data
90097;1;no_data
90098;1;no_data
90099;1;no_data
90100;1;no_data
90101;1;no_data
90102;1;no_data
90103;1;no_data
90104;1;no_data
90105;1;no_data
90106;1;no_data
90108;1;no_data
90109;1;no_data
90111;1;no_data
90112;1;no_data
90113;1;no_data
90115;1;no_data
90117;1;no_data
90118;1;no_data
90119;1;no_data
90120;1;no_data
90122;1;no_data
90123;1;no_data
90124;1;no_data
90125;1;no_data
90126;1;no_data
90127;1;no_data
90128;1;no_data
90129;1;no_data
90131;1;no_data
90132;1;no_data
90133;1;no_data
90134;1;no_data
90135;1;no_data
90136;1;no_data
90137;1;no_data
90138;1;no_data
90139;1;no_data
90141;1;no_data
90143;1;no_data
90144;1;no_data
90145;1;no_data
90146;1;no_data
90147;1;no_data
90148;1;no_data
90149;1;no_data
90150;1;no_data
90151;1;no_data
90152;1;no_data
90153;1;no_data
90155;1;no_data
90172;1;no_data
90197;1;no_data
90216;1;no_data
90223;1;no_data
90226;1;no_data
90228;1;no_data
90229;1;no_data
90230;1;no_data
90231;1;no_data
90232;1;no_data
90234;1;no_data
90236;1;no_data
90238;1;no_data
90239;1;no_data
90240;1;no_data
90242;1;no_data
90243;1;no_data
90244;1;no_data
90245;1;no_data
90246;1;no_data
90247;1;no_data
90249;1;no_data
90250;1;no_data
90251;1;no_data
90252;1;no_data
90253;1;no_data
90254;1;no_data
90255;1;no_data
90256;1;no_data
90257;1;no_data
90258;1;no_data
90259;1;no_data
90260;1;no_data
90261;1;no_data
90262;1;no_data
90263;1;no_data
90264;1;no_data
90265;1;no_data
90266;1;no_data
90267;1;no_data
90268;1;no_data
90269;1;no_data
90270;1;no_data
90271;1;no_data
90272;1;no_data
90273;1;no_data
90274;1;no_data
90276;1;no_data
90277;1;no_data
90278;1;no_data
90279;1;no_data
90280;1;no_data
90281;1;no_data
90283;1;no_data
90286;1;no_data
90287;1;no_data
90289;1;no_data
90290;1;no_data
90291;1;no_data
90296;1;no_data
90297;1;no_data
90824;1;no_data
90825;1;no_data
90826;1;no_data
90827;1;no_data
90828;1;no_data
90829;1;no_data
90830;1;no_data
90832;1;no_data
90833;1;no_data
90834;1;no_data
90835;1;no_data
90837;1;no_data
90853;1;no_data
90873;1;no_data
90883;1;no_data
90887;1;no_data
90958;1;no_data
91026;1;no_data
91027;1;no_data
91052;1;no_data
91053;1;no_data
91112;1;no_data
91113;1;no_data
91115;1;no_data
91127;1;no_data
91168;1;no_data
91190;1;no_data
91196;1;no_data
91203;1;no_data
91207;1;no_data
91208;1;no_data
91244;1;no_data
91247;1;no_data
91253;1;no_data
91255;1;no_data
91278;1;no_data
91306;1;no_data
91310;1;no_data
91320;1;no_data
91330;1;no_data
91594;0;no_data
91595;0;no_data
91596;0;no_data
91702;1;no_data
91704;1;no_data
91705;1;no_data
91706;1;no_data
91707;1;no_data
91708;1;no_data
91709;1;no_data
91710;1;no_data
91717;1;no_data
91718;1;no_data
91758;1;no_data
91767;1;no_data
91797;1;no_data
91798;1;no_data
91801;1;no_data
91826;1;no_data
91829;1;no_data
91831;1;no_data
91875;1;no_data
91877;1;no_data
91879;1;no_data
91898;1;no_data
91899;1;no_data
91900;1;no_data
91917;1;no_data
91925;1;no_data
91936;1;no_data
91938;1;no_data
91951;1;no_data
91966;1;no_data
91980;1;no_data
91991;1;no_data
91994;1;no_data
91995;1;no_data
92006;1;no_data
92008;1;no_data
92014;1;no_data
92019;1;no_data
92020;1;no_data
92021;1;no_data
92026;1;no_data
92028;1;no_data
92041;1;no_data
92046;1;no_data
92047;1;no_data
92050;1;no_data
92052;1;no_data
92053;1;no_data
92057;1;no_data
92058;1;no_data
92059;1;no_data
92060;1;no_data
92061;1;no_data
92062;1;no_data
92063;1;no_data
92064;1;no_data
92066;1;no_data
92067;1;no_data
92086;1;no_data
92087;1;no_data
92088;1;no_data
92089;1;no_data
92090;1;no_data
92096;1;no_data
92209;1;no_data
92210;1;no_data
92214;1;no_data
92216;1;no_data
92222;1;no_data
92223;1;no_data
92225;1;no_data
92295;0;no_data
92296;0;no_data
92306;0;no_data
92307;1;no_data
92309;1;no_data
92311;1;no_data
92312;1;no_data
92313;1;no_data
92314;1;no_data
92319;1;no_data
92320;1;no_data
92328;1;no_data
92329;1;no_data
92330;1;no_data
92331;1;no_data
92332;1;no_data
92333;1;no_data
92334;1;no_data
92335;1;no_data
92336;1;no_data
92337;1;no_data
92338;1;no_data
92339;1;no_data
92340;1;no_data
92341;1;no_data
92342;1;no_data
92343;1;no_data
92344;1;no_data
92345;1;no_data
92346;1;no_data
92347;1;no_data
92348;1;no_data
92349;1;no_data
92350;1;no_data
92351;1;no_data
92352;1;no_data
92353;1;no_data
92356;1;no_data
92357;1;no_data
92358;1;no_data
92359;1;no_data
92362;1;no_data
92363;1;no_data
92370;1;no_data
92385;1;no_data
92405;1;no_data
92407;1;no_data
92408;1;no_data
92409;1;no_data
92410;1;no_data
92411;1;no_data
92412;1;no_data
92413;1;no_data
92416;1;no_data
92417;1;no_data
92418;1;no_data
92419;1;no_data
92420;1;no_data
92421;1;no_data
92422;1;no_data
92423;1;no_data
92424;1;no_data
92425;1;no_data
92426;1;no_data
92428;1;no_data
92429;1;no_data
92430;1;no_data
92443;1;no_data
92445;1;no_data
92447;1;no_data
92457;1;no_data
92460;1;no_data
92464;1;no_data
92465;1;no_data
92466;1;no_data
92468;1;no_data
92469;1;no_data
92471;1;no_data
92472;1;no_data
92473;1;no_data
92474;1;no_data
92475;1;no_data
92476;1;no_data
92483;1;no_data
92485;1;no_data
92495;1;no_data
92497;1;no_data
92499;1;no_data
92506;1;no_data
92514;1;no_data
92520;1;no_data
92547;1;no_data
92556;1;no_data
92575;1;no_data
92576;1;no_data
92577;1;no_data
92591;1;no_data
92599;1;no_data
92600;1;no_data
92608;1;no_data
92609;1;no_data
92713;1;no_data
92714;1;no_data
92927;1;no_data
92932;1;no_data
92990;1;no_data
92991;1;no_data
92992;1;no_data
92993;1;no_data
92994;1;no_data
92995;1;no_data
92996;1;no_data
92997;1;no_data
92998;1;no_data
93001;1;no_data
93003;1;no_data
93004;1;no_data
93005;1;no_data
93007;1;no_data
93009;1;no_data
93011;1;no_data
93015;1;no_data
93018;1;no_data
93027;1;no_data
93031;1;no_data
93063;1;no_data
93074;1;no_data
93075;1;no_data
93077;1;no_data
93079;1;no_data
93080;1;no_data
93081;1;no_data
93083;1;no_data
93086;1;no_data
93099;1;no_data
93100;0;no_data
93101;1;no_data
93102;1;no_data
93202;1;no_data
93220;1;no_data
93221;1;no_data
93223;1;no_data
93240;1;no_data
93241;1;no_data
93244;1;no_data
93245;1;no_data
93386;1;no_data
93387;1;no_data
93402;1;no_data
93406;1;no_data
93407;1;no_data
93410;1;no_data
93411;1;no_data
93414;1;no_data
93417;1;no_data
93420;1;no_data
93424;1;no_data
93428;1;no_data
93443;1;no_data
93446;1;no_data
93454;1;no_data
93470;1;no_data
93474;1;no_data
93475;1;no_data
93477;1;no_data
93520;1;no_data
93574;1;no_data
93588;1;no_data
93590;1;no_data
93591;1;no_data
93592;1;no_data
93593;1;no_data
93594;1;no_data
93638;1;no_data
93654;1;no_data
93656;1;no_data
93707;1;no_data
93734;1;no_data
93736;1;no_data
93738;1;no_data
93746;1;no_data
93751;1;no_data
93760;1;no_data
93775;1;no_data
93781;1;no_data
93782;1;no_data
93783;1;no_data
93784;1;no_data
93803;1;no_data
93808;1;no_data
93810;1;no_data
93819;1;no_data
93823;1;no_data
93870;1;no_data
93871;1;no_data
93872;1;no_data
93886;1;no_data
93887;1;no_data
93935;1;no_data
93937;1;no_data
93974;1;no_data
93976;1;no_data
93977;1;no_data
93992;1;no_data
93997;1;no_data
94091;1;no_data
94093;1;no_data
94108;1;no_data
94109;1;no_data
94111;1;no_data
94120;1;no_data
94127;1;no_data
94146;1;no_data
94147;1;no_data
94150;1;no_data
94151;1;no_data
94157;1;no_data
94158;1;no_data
94159;1;no_data
94160;1;no_data
94161;1;no_data
94162;1;no_data
94163;1;no_data
94164;1;no_data
94165;1;no_data
94166;1;no_data
94167;1;no_data
94168;1;no_data
94169;1;no_data
94170;1;no_data
94171;1;no_data
94172;1;no_data
94173;1;no_data
94174;1;no_data
94181;1;no_data
94182;1;no_data
94183;1;no_data
94184;1;no_data
94185;1;no_data
94186;1;no_data
94187;1;no_data
94188;1;no_data
94189;1;no_data
94190;1;no_data
94191;1;no_data
94192;1;no_data
94193;1;no_data
94194;1;no_data
94195;1;no_data
94196;1;no_data
94197;1;no_data
94198;1;no_data
94199;1;no_data
94200;1;no_data
94201;1;no_data
94202;1;no_data
94203;1;no_data
94204;1;no_data
94205;1;no_data
94206;1;no_data
94207;1;no_data
94208;1;no_data
94215;1;no_data
94216;1;no_data
94217;1;no_data
94221;1;no_data
94222;1;no_data
94223;1;no_data
94224;1;no_data
94225;1;no_data
94226;1;no_data
94230;1;no_data
94231;1;no_data
94232;1;no_data
